date,feature_index,NO2,NO2_Clean_Numeric,NO2_Final_Imputed
2026-07-23T00:00:00.000Z,0,[None],,3.7514969638626404e-05
2026-07-24T00:00:00.000Z,0,[8.063508721534163e-05],,3.903443454570758e-05
2026-07-25T00:00:00.000Z,0,[4.055389945278876e-05],4.055389945278876e-05,4.055389945278876e-05
2026-07-26T00:00:00.000Z,0,[3.915347770089284e-05],3.915347770089284e-05,3.915347770089284e-05
2026-07-27T00:00:00.000Z,0,[None],,4.31780736107612e-05
2026-07-28T00:00:00.000Z,0,[4.720266952062957e-05],4.720266952062957e-05,4.720266952062957e-05
2026-07-29T00:00:00.000Z,0,[None],,4.0329050534637645e-05
2026-07-30T00:00:00.000Z,0,[3.345543154864572e-05],3.345543154864572e-05,3.345543154864572e-05
2026-07-31T00:00:00.000Z,0,[3.9927312172949314e-05],3.9927312172949314e-05,3.9927312172949314e-05
2026-08-01T00:00:00.000Z,0,[1.819676435843576e-05],1.819676435843576e-05,1.819676435843576e-05
2026-08-02T00:00:00.000Z,0,[1.272791087103542e-05],1.272791087103542e-05,1.272791087103542e-05
2026-08-03T00:00:00.000Z,0,[1.6458174286526628e-05],1.6458174286526628e-05,1.6458174286526628e-05
2026-08-04T00:00:00.000Z,0,[2.332582880626433e-05],2.332582880626433e-05,2.332582880626433e-05
2026-08-05T00:00:00.000Z,0,[2.389921610301826e-05],2.389921610301826e-05,2.389921610301826e-05
2026-08-06T00:00:00.000Z,0,[3.3380496461177245e-05],3.3380496461177245e-05,3.3380496461177245e-05
2026-08-07T00:00:00.000Z,0,[1.974448059627321e-05],1.974448059627321e-05,1.974448059627321e-05
2026-08-08T00:00:00.000Z,0,[4.7019257181091234e-05],4.7019257181091234e-05,4.7019257181091234e-05
2026-08-09T00:00:00.000Z,0,[2.6355777663411573e-05],2.6355777663411573e-05,2.6355777663411573e-05
2026-08-10T00:00:00.000Z,0,[8.474430796923116e-05],,3.310020292701665e-05
2026-08-11T00:00:00.000Z,0,[3.984462819062173e-05],3.984462819062173e-05,3.984462819062173e-05
2026-08-12T00:00:00.000Z,0,[3.986514275311493e-05],3.986514275311493e-05,3.986514275311493e-05
2026-08-13T00:00:00.000Z,0,[3.77703327103518e-05],3.77703327103518e-05,3.77703327103518e-05
2026-08-14T00:00:00.000Z,0,[3.647333869594149e-05],3.647333869594149e-05,3.647333869594149e-05
2026-08-15T00:00:00.000Z,0,[3.962199843954295e-05],3.962199843954295e-05,3.962199843954295e-05
2026-08-16T00:00:00.000Z,0,[2.9195165552664548e-05],2.9195165552664548e-05,2.9195165552664548e-05
2026-08-17T00:00:00.000Z,0,[1.5956444258335978e-05],1.5956444258335978e-05,1.5956444258335978e-05
2026-08-18T00:00:00.000Z,0,[2.2097228793427348e-05],2.2097228793427348e-05,2.2097228793427348e-05
2026-08-19T00:00:00.000Z,0,[3.369890691828914e-05],3.369890691828914e-05,3.369890691828914e-05
2026-08-20T00:00:00.000Z,0,[2.2429730961448516e-05],2.242973096144852e-05,2.242973096144852e-05
2026-08-21T00:00:00.000Z,0,[3.6520843423204497e-05],3.6520843423204497e-05,3.6520843423204497e-05
2026-08-22T00:00:00.000Z,0,[3.028690662176814e-05],3.028690662176814e-05,3.028690662176814e-05
2026-08-23T00:00:00.000Z,0,[3.667034616228193e-05],3.667034616228193e-05,3.667034616228193e-05
2026-08-24T00:00:00.000Z,0,[3.556386582204141e-05],3.556386582204141e-05,3.556386582204141e-05
2026-08-25T00:00:00.000Z,0,[2.061128725472372e-05],2.061128725472372e-05,2.061128725472372e-05
2026-08-26T00:00:00.000Z,0,[3.5243661841377616e-05],3.5243661841377616e-05,3.5243661841377616e-05
2026-08-27T00:00:00.000Z,0,[3.733477205969393e-05],3.733477205969393e-05,3.733477205969393e-05
2026-08-28T00:00:00.000Z,0,[3.946191645809449e-05],3.946191645809449e-05,3.946191645809449e-05
2026-08-29T00:00:00.000Z,0,[2.8664300771197304e-05],2.8664300771197304e-05,2.8664300771197304e-05
2026-08-30T00:00:00.000Z,0,[1.7704620404401794e-05],1.7704620404401794e-05,1.7704620404401794e-05
